"Timestamp","Nombor Enumerator","Jantina","Umur","Bangsa","Negeri","Tahap Pendidikan","Adakah anda sedang menjalankan perniagaan?","Nama Syarikat Perniagaan","Jenis Pendaftaran Perniagaan","Bidang Perniagaan","Negeri","Anggaran Jualan Bulanan (Tahunan) Syarikat Semasa","Bahagian, Jabatan, dan Agensi di bawah KKDW pemberi manfaat (boleh lebih daripada 1 jawapan)","Jenis bantuan / kemudahan yang telah di terima  (boleh lebih daripada 1 jawapan)","Anggaran Jualan Bulanan (Tahunan) Syarikat Sebelum Menyertai Program Keusahawanan KKDW","Sejauh manakah anda bersetuju bahawa terdapat akses yang terhad kepada pembiayaan modal, infrastruktur, teknologi, peluang latihan, mentorship dan lain-lain?","Sejauh mana anda percaya bahawa terdapat jurang dalam pendidikan dan kemahiran di kalangan masyarakat kita seperti pembangunan kemahiran, dan keperluan pasaran dan industri?","Sejauh mana anda merasakan bahawa cabaran sosioekonomi seperti modal dan stigma masyarakat mempengaruhi peluang pembangunan peribadi?","Sejauh mana anda mengalami kesukaran dalam mendapatkan rangkaian (networking) yang mencukupi untuk perkembangan peribadi atau perniagaan anda?","Sejauh mana anda percaya bahawa masyarakat kita tidak mempunyai keupayaan bersaing dalam ekonomi global?","Sejauh mana anda menganggap bahawa halangan perundangan dan peraturan (regulasi) mempengaruhi perkembangan perniagaan atau aktiviti sosial?","Sejauh mana anda bersetuju bahawa kekurangan wira aspirasi (ikon / mentor / coach) merupakan cabaran utama dalam mencapai matlamat peribadi atau profesional?","Sejauh mana anda melihat kelestarian (sustainability) dan sistem sokongan komprehensif sebagai elemen penting dalam membangunkan komuniti usahawan?","Nyatakan isu-isu selain yang dinyatakan di atas (jika ada)","Sejauh manakah anda bersetuju bahawa program keusahawanan patut di uruskan dengan lebih sistematik merentasi agensi di bawah selian KKDW dan juga di kementerian lain, untuk mengelakkan sebarang bentuk duplikasi (program sama)?","Sejauh manakah anda percaya bahawa usaha penstrukturan semula patut di ambil terhadap fungsi dan peranan keusahawanan di setiap Bahagian, Jabatan, dan Agensi dalam KKDW?","Sejauh manakah anda bersetuju bahawa KKDW perlu menyediakan ruang serta sokongan kepada usahawan agar mampu bersaing dan maju dalam perniagaan?","Sejauh mana anda bersetuju bahawa KKDW patut memberikan penekanan kepada impak setiap program bagi memastikan hasil pelaburan (Return on Invesment) dikeluarkan kerajaan adalah setimpal.","Sila nyatakan pandangan dan cadangan anda bagi menambahbaik program keusahawanan di bawah KKDW."
"2023/11/23 11:51:24 am GMT+8","PUTRA10","Perempuan","15 - 24 tahun","Melayu","Pulau Pinang","Ijazah Sarjana Muda","Ya","HALIZA INDUSTRIES SDN BHD","Syarikat Sendirian Berhad (Sdn Bhd)","Makanan & Minuman (F&B)","Pulau Pinang","RM12,500 hingga RM25,000 sebulan (RM150,000 hingga RM300,000 tahunan)","PERDA - Lembaga Kemajuan Wilayah Pulau Pinang","Geran bantuan;Pinjaman (modal pusingan, aset, alatan);Peralatan (in kind);Promosi / pemasaran;Business matching;Selain di atas","RM12,500 hingga RM25,000 sebulan (RM150,000 hingga RM300,000 tahunan)","4","4","4","4","3","3","3","3","","3","3","3","3",""
"2023/11/23 11:51:38 am GMT+8","PUTRA07","Lelaki","25 - 54 tahun","Melayu","Negeri Sembilan","Diploma","Ya","The coffee place","Perkongsian (Enterprise)","Makanan & Minuman (F&B)","Negeri Sembilan","RM5,000 hingga RM12,500 sebulan (RM60,000 hingga RM150,000 tahunan)","Kud","Gerai / warung desa","RM5,000 hingga RM12,500 sebulan (RM60,000 hingga RM150,000 tahunan)","3","4","3","4","4","4","3","4","","4","4","3","3","Memerluksn bantuan"
"2023/11/23 11:52:04 am GMT+8","PUTRA09","Perempuan","25 - 54 tahun","Melayu","Negeri Sembilan","Diploma","Ya","THE COFFEE PLACE ","Perkongsian (Enterprise)","Makanan & Minuman (F&B)","Negeri Sembilan","RM5,000 hingga RM12,500 sebulan (RM60,000 hingga RM150,000 tahunan)","KUD","Gerai / warung desa","RM5,000 hingga RM12,500 sebulan (RM60,000 hingga RM150,000 tahunan)","5","4","3","5","4","5","3","4","","5","5","5","5","Sebahagian usahawan tidak mendapat bantuan"
"2023/11/23 11:52:14 am GMT+8","PUTRA08","Perempuan","55 - 64 tahun","Melayu","Kedah","SPM","Ya","Hazra Jaya Food Enterprise","Perkongsian (Enterprise)","Makanan & Minuman (F&B)","Kedah","RM12,500 hingga RM25,000 sebulan (RM150,000 hingga RM300,000 tahunan)","MARA- Majlis Amanah Rakyat;KEDA - Lembaga Kemajuah Wilayah Kedah","Geran bantuan;Peralatan (in kind)","RM5,000 hingga RM12,500 sebulan (RM60,000 hingga RM150,000 tahunan)","4","4","4","3","2","4","3","4","","5","5","5","5",""
"2023/11/23 11:57:02 am GMT+8","PUTRA08","Perempuan","55 - 64 tahun","Melayu","Kedah","SPM","Ya","Gingeronion","Perkongsian (Enterprise)","Makanan & Minuman (F&B)","Kedah","RM2,000 hingga RM5,000 sebulan (RM24,000 hingga RM60,000 tahunan)","KEDA - Lembaga Kemajuah Wilayah Kedah","Geran bantuan","RM2,000 hingga RM5,000 sebulan (RM24,000 hingga RM60,000 tahunan)","4","4","4","2","2","3","1","3","","3","3","3","3","Tiada"
"2023/11/23 11:58:03 am GMT+8","PUTRA06","Lelaki","25 - 54 tahun","Melayu","Kedah","Ijazah Sarjana Muda","Ya","Setehsen Global Sdn Bhd","Syarikat Sendirian Berhad (Sdn Bhd)","Makanan & Minuman (F&B)","Kedah","RM12,500 hingga RM25,000 sebulan (RM150,000 hingga RM300,000 tahunan)","KEDA - Lembaga Kemajuah Wilayah Kedah","Selain di atas","RM12,500 hingga RM25,000 sebulan (RM150,000 hingga RM300,000 tahunan)","4","5","4","3","3","3","3","3","","3","3","3","3",""
"2023/11/23 12:05:23 pm GMT+8","PUTRA08","Perempuan","25 - 54 tahun","Melayu","Kedah","Diploma","Ya","Iman food industries","Milikan Tunggal (Enterprise)","Makanan & Minuman (F&B)","Kedah","RM12,500 hingga RM25,000 sebulan (RM150,000 hingga RM300,000 tahunan)","KEDA - Lembaga Kemajuah Wilayah Kedah","Geran bantuan;Pinjaman (modal pusingan, aset, alatan);Pembiayaan (dana bank);Peralatan (in kind);Peralatan (in kind + latihan);Latihan sahaja;Geran penyelidikan;Gerai / warung desa;Perniagaan online;Promosi / pemasaran;Packaging","RM5,000 hingga RM12,500 sebulan (RM60,000 hingga RM150,000 tahunan)","4","3","5","4","4","4","2","5","Adakan kursus bagaimana untuk menjadi usahawan dari A-Z","5","5","5","5","Adakan di tempat yang ramai kakitangan kerajaan senang datang pada waktu cuti sekolah atau pada time public holiday"
"2023/11/23 12:13:02 pm GMT+8","PUTRA01","Perempuan","15 - 24 tahun","Melayu","Selangor","Ijazah Sarjana Muda","Tidak","","","","","","MARA- Majlis Amanah Rakyat;Agensi lain","Selain di atas","RM12,500 hingga RM25,000 sebulan (RM150,000 hingga RM300,000 tahunan)","3","3","3","3","3","3","3","3","","3","3","3","3",""
"2023/11/23 12:15:11 pm GMT+8","PUTRA09","Perempuan","25 - 54 tahun","Melayu","Selangor","Ijazah Sarjana Muda","Ya","HITZ FOOD SDN BHD","Syarikat Sendirian Berhad (Sdn Bhd)","Makanan & Minuman (F&B)","Selangor","RM25,000 hingga RM1.25juta sebulan (RM300,000 hingga RM15juta tahunan)","RISDA - Pihak Berkuasa Kemajuan Pekebun Kecil Perusahaan Getah","Geran bantuan;Peralatan (in kind);Peralatan (in kind + latihan);Gerai / warung desa;Packaging","RM12,500 hingga RM25,000 sebulan (RM150,000 hingga RM300,000 tahunan)","5","4","3","4","5","3","5","3","","4","4","5","3","Support usahawan dalam marketing "
"2023/11/23 12:15:24 pm GMT+8","PUTRA02","Lelaki","25 - 54 tahun","Melayu","Selangor","Diploma","Ya","GROW PROJECT WORKS","Milikan Tunggal (Enterprise)","Perkhidmatan - Kecantikan, Tatarias, Fesyen dll","Selangor","RM25,000 hingga RM1.25juta sebulan (RM300,000 hingga RM15juta tahunan)","MARA- Majlis Amanah Rakyat","Latihan sahaja","RM12,500 hingga RM25,000 sebulan (RM150,000 hingga RM300,000 tahunan)","5","5","5","5","1","5","3","4","","5","5","5","5",""
"2023/11/23 12:16:16 pm GMT+8","PUTRA07","Perempuan","25 - 54 tahun","Melayu","Selangor","Ijazah Sarjana Muda","Ya","Hitz food","Milikan Tunggal (Enterprise)","Makanan & Minuman (F&B)","Selangor","RM25,000 hingga RM1.25juta sebulan (RM300,000 hingga RM15juta tahunan)","RISDA - Pihak Berkuasa Kemajuan Pekebun Kecil Perusahaan Getah","Geran bantuan;Peralatan (in kind);Peralatan (in kind + latihan);Packaging","RM12,500 hingga RM25,000 sebulan (RM150,000 hingga RM300,000 tahunan)","4","3","4","3","4","3","4","4","","4","4","4","4","Risda sangat bagus "
"2023/11/23 12:18:35 pm GMT+8","PUTRA03","Perempuan","25 - 54 tahun","Melayu","Kelantan","SPM","Ya","QJ Maju Enterprise","Milikan Tunggal (Enterprise)","Makanan & Minuman (F&B)","Kelantan","RM2,000 hingga RM5,000 sebulan (RM24,000 hingga RM60,000 tahunan)","KESEDAR - Lembaga Kemajuan Kelantan Selatan;AIM-Amanah Ikhtiar Malaysia","Pinjaman (modal pusingan, aset, alatan);Pembiayaan (dana bank);Promosi / pemasaran;Packaging","Kurang RM2,000 sebulan (RM24,000 tahunan)","4","4","4","5","3","4","4","3","","5","5","5","4",""
"2023/11/23 12:18:41 pm GMT+8","PUTRA01","Perempuan","15 - 24 tahun","Melayu","Terengganu","Ijazah Sarjana Muda","Ya","Sutera consultancy and services ","Syarikat Sendirian Berhad (Sdn Bhd)","Pelancongan - Pengusaha Chalet/Inap Desa, Agrotourism dll","Terengganu","RM2,000 hingga RM5,000 sebulan (RM24,000 hingga RM60,000 tahunan)","KETENGAH - Lembaga Kemajuan Terengganu Tengah","Selain di atas","RM2,000 hingga RM5,000 sebulan (RM24,000 hingga RM60,000 tahunan)","3","3","3","3","3","3","3","3","","3","3","3","3","Tiada"
"2023/11/23 12:20:33 pm GMT+8","PUTRA07","Lelaki","25 - 54 tahun","Melayu","Perak","Diploma","Ya","Selama iced sugarcane","Perkongsian (Enterprise)","Makanan & Minuman (F&B)","Perak","RM2,000 hingga RM5,000 sebulan (RM24,000 hingga RM60,000 tahunan)","RISDA - Pihak Berkuasa Kemajuan Pekebun Kecil Perusahaan Getah","Geran bantuan;Peralatan (in kind + latihan);Promosi / pemasaran;Packaging","Kurang RM2,000 sebulan (RM24,000 tahunan)","4","3","4","3","4","3","4","3","","4","3","4","3","Usaha pemasaran"
"2023/11/23 12:21:24 pm GMT+8","PUTRA09","Lelaki","25 - 54 tahun","Melayu","Perak","Diploma","Ya","Selama idea sugarcane ","Perkongsian (Enterprise)","Makanan & Minuman (F&B)","Perak","RM2,000 hingga RM5,000 sebulan (RM24,000 hingga RM60,000 tahunan)","RISDA - Pihak Berkuasa Kemajuan Pekebun Kecil Perusahaan Getah","Geran bantuan;Peralatan (in kind + latihan);Promosi / pemasaran;Packaging","Kurang RM2,000 sebulan (RM24,000 tahunan)","5","4","3","4","3","5","4","5","","4","3","5","4","Memasarkan perniagaan usahawan. Attract more sales for salers"
"2023/11/23 12:24:20 pm GMT+8","PUTRA03","Perempuan","25 - 54 tahun","Melayu","Kelantan","Ijazah Sarjana Muda","Ya","Soufes chocolate ","Milikan Tunggal (Enterprise)","Makanan & Minuman (F&B)","Kelantan","RM2,000 hingga RM5,000 sebulan (RM24,000 hingga RM60,000 tahunan)","KESEDAR - Lembaga Kemajuan Kelantan Selatan","Packaging","RM5,000 hingga RM12,500 sebulan (RM60,000 hingga RM150,000 tahunan)","5","5","5","5","5","5","5","5","","5","5","5","5",""
"2023/11/23 12:26:00 pm GMT+8","PUTRA02","Perempuan","25 - 54 tahun","Melayu","Kelantan","Diploma","Ya","NUR NAJIHAH SOLUTIONS","Milikan Tunggal (Enterprise)","Makanan & Minuman (F&B)","Kelantan","RM12,500 hingga RM25,000 sebulan (RM150,000 hingga RM300,000 tahunan)","KESEDAR - Lembaga Kemajuan Kelantan Selatan","Peralatan (in kind);Peralatan (in kind + latihan);Perniagaan online","RM2,000 hingga RM5,000 sebulan (RM24,000 hingga RM60,000 tahunan)","4","5","5","5","1","5","5","4","","5","5","5","5","sediakan mentor dan lagi banyak peluang utk usahawan"
"2023/11/23 12:26:11 pm GMT+8","PUTRA01","Perempuan","25 - 54 tahun","Melayu","Kelantan","Ijazah Sarjana Muda","Ya","Raptor Riot Global","Syarikat Sendirian Berhad (Sdn Bhd)","Selain di atas","Kelantan","RM5,000 hingga RM12,500 sebulan (RM60,000 hingga RM150,000 tahunan)","KESEDAR - Lembaga Kemajuan Kelantan Selatan","Peralatan (in kind + latihan)","RM2,000 hingga RM5,000 sebulan (RM24,000 hingga RM60,000 tahunan)","5","5","5","5","1","3","3","5","","4","4","4","3",""
"2023/11/23 12:34:52 pm GMT+8","PUTRA01","Perempuan","25 - 54 tahun","Melayu","Kelantan","SPM","Ya","Mysurie spa and wellness","Milikan Tunggal (Enterprise)","Perkhidmatan - Kecantikan, Tatarias, Fesyen dll","Kelantan","RM2,000 hingga RM5,000 sebulan (RM24,000 hingga RM60,000 tahunan)","KESEDAR - Lembaga Kemajuan Kelantan Selatan","Geran bantuan","Kurang RM2,000 sebulan (RM24,000 tahunan)","3","3","4","4","3","3","4","3","","5","4","3","3","Bahagian spa kena sediakan tempat tertutup dan ada pendingin udara."
"2023/11/23 12:39:10 pm GMT+8","PUTRA03","Lelaki","25 - 54 tahun","Melayu","Kelantan","SPM","Ya","Kvg jeli enterprise","Milikan Tunggal (Enterprise)","Makanan & Minuman (F&B)","Kelantan","Kurang RM2,000 sebulan (RM24,000 tahunan)","KESEDAR - Lembaga Kemajuan Kelantan Selatan","Geran bantuan","Kurang RM2,000 sebulan (RM24,000 tahunan)","4","5","5","4","4","4","4","5","","5","4","5","4",""
"2023/11/23 12:39:19 pm GMT+8","PUTRA09","Perempuan","15 - 24 tahun","Melayu","Selangor","Ijazah Sarjana Muda","Ya","ADUCKTIVE FOOD SDN BHD ","Syarikat Sendirian Berhad (Sdn Bhd)","Makanan & Minuman (F&B)","Selangor","RM25,000 hingga RM1.25juta sebulan (RM300,000 hingga RM15juta tahunan)","MARA- Majlis Amanah Rakyat","Gerai / warung desa","RM12,500 hingga RM25,000 sebulan (RM150,000 hingga RM300,000 tahunan)","5","4","3","5","4","5","3","5","","5","5","5","5","Lebihkan bantuan kepada peniaga "
"2023/11/23 12:39:23 pm GMT+8","PUTRA07","Perempuan","15 - 24 tahun","Melayu","Selangor","Ijazah Sarjana Muda","Ya","Aductive food","Syarikat Sendirian Berhad (Sdn Bhd)","Makanan & Minuman (F&B)","Selangor","RM25,000 hingga RM1.25juta sebulan (RM300,000 hingga RM15juta tahunan)","MARA- Majlis Amanah Rakyat","Gerai / warung desa","RM25,000 hingga RM1.25juta sebulan (RM300,000 hingga RM15juta tahunan)","3","4","3","4","3","4","3","4","","4","3","3","4","Tiada "
"2023/11/23 12:41:32 pm GMT+8","PUTRA02","Perempuan","25 - 54 tahun","Melayu","Selangor","Sijil","Tidak","","","","","","MARA- Majlis Amanah Rakyat","Geran bantuan","RM25,000 hingga RM1.25juta sebulan (RM300,000 hingga RM15juta tahunan)","3","3","3","3","4","4","4","4","","4","4","4","4","Kawasan yang menarik"
"2023/11/23 12:42:36 pm GMT+8","PUTRA01","Lelaki","Bawah 15 tahun","Melayu","Perak","Skm","Ya","Kiah pekasam","Milikan Tunggal (Enterprise)","Makanan & Minuman (F&B)","Perak","Kurang RM2,000 sebulan (RM24,000 tahunan)","Sendiri","Selain di atas","Kurang RM2,000 sebulan (RM24,000 tahunan)","3","4","4","3","3","3","4","3","","3","3","3","3",""
"2023/11/23 12:43:54 pm GMT+8","PUTRA07","Perempuan","25 - 54 tahun","Melayu","Selangor","SPM","Ya","And kaya ","Milikan Tunggal (Enterprise)","Makanan & Minuman (F&B)","Selangor","RM5,000 hingga RM12,500 sebulan (RM60,000 hingga RM150,000 tahunan)","RISDA - Pihak Berkuasa Kemajuan Pekebun Kecil Perusahaan Getah","Peralatan (in kind + latihan);Gerai / warung desa;Promosi / pemasaran;Packaging","RM2,000 hingga RM5,000 sebulan (RM24,000 hingga RM60,000 tahunan)","3","4","3","4","4","3","4","3","","3","4","3","4","Marketing"
"2023/11/23 12:43:54 pm GMT+8","PUTRA09","Perempuan","25 - 54 tahun","Melayu","Selangor","SPM","Ya","Ams kaya ent","Milikan Tunggal (Enterprise)","Makanan & Minuman (F&B)","Selangor","RM5,000 hingga RM12,500 sebulan (RM60,000 hingga RM150,000 tahunan)","RISDA - Pihak Berkuasa Kemajuan Pekebun Kecil Perusahaan Getah","Geran bantuan;Peralatan (in kind);Peralatan (in kind + latihan);Promosi / pemasaran;Packaging","RM2,000 hingga RM5,000 sebulan (RM24,000 hingga RM60,000 tahunan)","5","4","3","5","4","3","5","5","","5","4","3","4","Bantuan dalam marketing "
"2023/11/23 12:48:33 pm GMT+8","PUTRA02","Perempuan","25 - 54 tahun","Melayu","Selangor","Sijil","Ya","Scy ventures","Perkongsian (Enterprise)","Makanan & Minuman (F&B)","Selangor","RM12,500 hingga RM25,000 sebulan (RM150,000 hingga RM300,000 tahunan)","KKDW","Selain di atas","RM2,000 hingga RM5,000 sebulan (RM24,000 hingga RM60,000 tahunan)","3","5","5","5","5","5","5","5","","5","5","5","5",""
"2023/11/23 12:48:51 pm GMT+8","PUTRA03","Perempuan","25 - 54 tahun","Melayu","Selangor","Diploma","Ya","Hnm enterprise ","Milikan Tunggal (Enterprise)","Makanan & Minuman (F&B)","Selangor","Kurang RM2,000 sebulan (RM24,000 tahunan)","MARA- Majlis Amanah Rakyat;Tiada","Selain di atas","Kurang RM2,000 sebulan (RM24,000 tahunan)","5","5","4","3","3","4","2","5","","5","5","5","5",""
"2023/11/23 12:49:27 pm GMT+8","PUTRA01","Lelaki","25 - 54 tahun","Melayu","Perak","SPM","Ya","Kopi ipoh ","Milikan Tunggal (Enterprise)","Makanan & Minuman (F&B)","Perak","Kurang RM2,000 sebulan (RM24,000 tahunan)","AIM-Amanah Ikhtiar Malaysia","Pinjaman (modal pusingan, aset, alatan)","Kurang RM2,000 sebulan (RM24,000 tahunan)","5","5","3","3","3","4","3","4","","5","5","5","5","Ambit,kaji sistem berhad "
"2023/11/23 12:54:36 pm GMT+8","PUTRA02","Perempuan","25 - 54 tahun","Melayu","Negeri Sembilan","Diploma","Ya","AHMA FOOD ENTERPRISE","Milikan Tunggal (Enterprise)","Makanan & Minuman (F&B)","Negeri Sembilan","RM2,000 hingga RM5,000 sebulan (RM24,000 hingga RM60,000 tahunan)","KEMAS - Jabatan Kemajuan Masyarakat","Selain di atas","RM2,000 hingga RM5,000 sebulan (RM24,000 hingga RM60,000 tahunan)","5","5","5","5","5","5","5","5","","5","5","5","5",""
"2023/11/23 12:57:49 pm GMT+8","PUTRA01","Perempuan","25 - 54 tahun","Melayu","WP Putrajaya","SPM","Ya","Azc","Perkongsian (Enterprise)","Makanan & Minuman (F&B)","WP Putrajaya","Kurang RM2,000 sebulan (RM24,000 tahunan)","KEMAS - Jabatan Kemajuan Masyarakat","Selain di atas","RM2,000 hingga RM5,000 sebulan (RM24,000 hingga RM60,000 tahunan)","4","3","4","4","3","3","4","3","Tiada","3","3","3","4","Tiada"
"2023/11/23 12:58:28 pm GMT+8","PUTRA03","Lelaki","15 - 24 tahun","Melayu","Selangor","SPM","Tidak","","","","","","MARA- Majlis Amanah Rakyat","Promosi / pemasaran","Kurang RM2,000 sebulan (RM24,000 tahunan)","4","5","4","4","3","4","5","4","","4","4","4","4",""
"2023/11/23 12:59:28 pm GMT+8","PUTRA02","Perempuan","55 - 64 tahun","Melayu","Selangor","Sarjana","Ya","IKES NANDING","Perkongsian (Enterprise)","Makanan & Minuman (F&B)","Selangor","Kurang RM2,000 sebulan (RM24,000 tahunan)","KEMAS - Jabatan Kemajuan Masyarakat","Geran bantuan;Peralatan (in kind)","Kurang RM2,000 sebulan (RM24,000 tahunan)","4","4","4","4","4","4","4","4","STARTEGIC PLACES NOT GOOD","4","4","4","4","Next time PLEASE SETUP PROPERLY ABOUT BASE ON TYPES OF BUSINESS"
"2023/11/23 1:26:54 pm GMT+8","PUTRA06","Lelaki","25 - 54 tahun","Melayu","Selangor","Sijil","Ya","My Healthcare Industries Sdn Bhd","Syarikat Sendirian Berhad (Sdn Bhd)","Selain di atas","Selangor","RM12,500 hingga RM25,000 sebulan (RM150,000 hingga RM300,000 tahunan)","MARA- Majlis Amanah Rakyat","Selain di atas","RM5,000 hingga RM12,500 sebulan (RM60,000 hingga RM150,000 tahunan)","3","3","3","3","5","3","3","3","","4","4","4","4","Sentiasa mengadakan program di masa hadapan"
"2023/11/23 1:33:16 pm GMT+8","PUTRA06","Lelaki","25 - 54 tahun","Melayu","Perak","Sijil","Ya","Moutgasm sdn bhd","Syarikat Sendirian Berhad (Sdn Bhd)","Makanan & Minuman (F&B)","Perak","RM5,000 hingga RM12,500 sebulan (RM60,000 hingga RM150,000 tahunan)","MARA- Majlis Amanah Rakyat","Pinjaman (modal pusingan, aset, alatan)","RM5,000 hingga RM12,500 sebulan (RM60,000 hingga RM150,000 tahunan)","4","5","5","3","1","5","3","5","","5","5","5","5",""
"2023/11/23 1:37:24 pm GMT+8","PUTRA06","Perempuan","25 - 54 tahun","Melayu","Pulau Pinang","Diploma","Ya","Aina Sari Enterprise","Milikan Tunggal (Enterprise)","Makanan & Minuman (F&B)","Pulau Pinang","RM5,000 hingga RM12,500 sebulan (RM60,000 hingga RM150,000 tahunan)","RISDA - Pihak Berkuasa Kemajuan Pekebun Kecil Perusahaan Getah","Geran bantuan;Peralatan (in kind + latihan);Promosi / pemasaran;Packaging;Business matching","RM2,000 hingga RM5,000 sebulan (RM24,000 hingga RM60,000 tahunan)","3","5","5","2","1","2","1","3","-","5","5","5","5","Perlu diadakan lebih kerap dengan mengambil kira lokasi dan tarikh strategik"
"2023/11/23 1:41:47 pm GMT+8","PUTRA06","Perempuan","25 - 54 tahun","Melayu","Melaka","Diploma","Ya","Fara Organic","Milikan Tunggal (Enterprise)","Selain di atas","Melaka","RM5,000 hingga RM12,500 sebulan (RM60,000 hingga RM150,000 tahunan)","RISDA - Pihak Berkuasa Kemajuan Pekebun Kecil Perusahaan Getah","Geran bantuan;Peralatan (in kind);Perniagaan online;Packaging","RM2,000 hingga RM5,000 sebulan (RM24,000 hingga RM60,000 tahunan)","4","5","5","4","4","4","5","5","","3","5","5","5",""
"2023/11/23 2:04:28 pm GMT+8","PUTRA03","Perempuan","15 - 24 tahun","Melayu","Melaka","SPM","Ya","Ismira Marketing","Milikan Tunggal (Enterprise)","Makanan & Minuman (F&B)","Melaka","RM2,000 hingga RM5,000 sebulan (RM24,000 hingga RM60,000 tahunan)","MARA- Majlis Amanah Rakyat;FELCRA - Lembaga Penyatuan dan Pemulihan Tanah Persekutuan","Promosi / pemasaran","RM2,000 hingga RM5,000 sebulan (RM24,000 hingga RM60,000 tahunan)","5","5","5","3","4","3","3","4","","5","5","5","5",""
"2023/11/23 2:08:11 pm GMT+8","PUTRA02","Lelaki","25 - 54 tahun","Melayu","WP Kuala Lumpur","Diploma","Ya","Hanna Farisha Enterprise","Milikan Tunggal (Enterprise)","Makanan & Minuman (F&B)","Selangor","RM2,000 hingga RM5,000 sebulan (RM24,000 hingga RM60,000 tahunan)","Tiada","Gerai / warung desa;Perniagaan online","RM2,000 hingga RM5,000 sebulan (RM24,000 hingga RM60,000 tahunan)","4","4","4","4","4","4","4","4","","4","4","4","4",""
"2023/11/23 2:10:22 pm GMT+8","PUTRA09","Perempuan","25 - 54 tahun","Melayu","Johor","Diploma","Ya","Murni SNP EMPIRE","Milikan Tunggal (Enterprise)","Makanan & Minuman (F&B)","Johor","RM5,000 hingga RM12,500 sebulan (RM60,000 hingga RM150,000 tahunan)","RISDA - Pihak Berkuasa Kemajuan Pekebun Kecil Perusahaan Getah","Geran bantuan;Pembiayaan (dana bank);Peralatan (in kind);Peralatan (in kind + latihan);Gerai / warung desa;Packaging","RM2,000 hingga RM5,000 sebulan (RM24,000 hingga RM60,000 tahunan)","5","4","4","5","3","5","3","5","","5","4","5","3","Tiada"
"2023/11/23 2:10:29 pm GMT+8","PUTRA07","Perempuan","15 - 24 tahun","Melayu","Johor","Ijazah Sarjana Muda","Ya","Murni snp","Milikan Tunggal (Enterprise)","Makanan & Minuman (F&B)","Johor","RM5,000 hingga RM12,500 sebulan (RM60,000 hingga RM150,000 tahunan)","RISDA - Pihak Berkuasa Kemajuan Pekebun Kecil Perusahaan Getah","Peralatan (in kind + latihan)","RM2,000 hingga RM5,000 sebulan (RM24,000 hingga RM60,000 tahunan)","3","4","3","4","3","4","4","4","","2","3","3","4","Tiada"
"2023/11/23 2:13:04 pm GMT+8","PUTRA09","Lelaki","55 - 64 tahun","Melayu","Negeri Sembilan","Ijazah Sarjana Muda","Ya","Dabox ENTERPRISE ","Milikan Tunggal (Enterprise)","Makanan & Minuman (F&B)","Negeri Sembilan","RM12,500 hingga RM25,000 sebulan (RM150,000 hingga RM300,000 tahunan)","RISDA - Pihak Berkuasa Kemajuan Pekebun Kecil Perusahaan Getah","Geran bantuan;Peralatan (in kind);Peralatan (in kind + latihan);Promosi / pemasaran;Packaging","RM5,000 hingga RM12,500 sebulan (RM60,000 hingga RM150,000 tahunan)","5","4","3","4","5","2","5","3","","5","4","4","3","Penambahbaikan modal kepada para usahawan "
"2023/11/23 2:13:22 pm GMT+8","PUTRA07","Perempuan","25 - 54 tahun","Melayu","Negeri Sembilan","Ijazah Sarjana Muda","Ya","Dabox enterprise ","Milikan Tunggal (Enterprise)","Makanan & Minuman (F&B)","Negeri Sembilan","RM12,500 hingga RM25,000 sebulan (RM150,000 hingga RM300,000 tahunan)","RISDA - Pihak Berkuasa Kemajuan Pekebun Kecil Perusahaan Getah","Geran bantuan;Pinjaman (modal pusingan, aset, alatan);Peralatan (in kind + latihan);Promosi / pemasaran;Packaging","RM5,000 hingga RM12,500 sebulan (RM60,000 hingga RM150,000 tahunan)","3","4","4","4","4","3","4","4","","4","3","3","4","Memerlukan modal Yang besar untuk buat business"
"2023/11/23 2:18:00 pm GMT+8","PUTRA09","Lelaki","25 - 54 tahun","Melayu","WP Kuala Lumpur","Diploma","Ya","REZQOOL FAST STAND CAFE","Milikan Tunggal (Enterprise)","Makanan & Minuman (F&B)","WP Kuala Lumpur","RM12,500 hingga RM25,000 sebulan (RM150,000 hingga RM300,000 tahunan)","RISDA - Pihak Berkuasa Kemajuan Pekebun Kecil Perusahaan Getah","Geran bantuan;Peralatan (in kind);Peralatan (in kind + latihan);Promosi / pemasaran;Packaging","RM2,000 hingga RM5,000 sebulan (RM24,000 hingga RM60,000 tahunan)","5","4","5","5","4","5","4","5","","3","3","5","5","Marketkan perniagaan usahawan "
"2023/11/23 2:18:03 pm GMT+8","PUTRA07","Lelaki","25 - 54 tahun","Melayu","WP Kuala Lumpur","Ijazah Sarjana Muda","Ya","REZQOOL FAST STAND CAFE","Milikan Tunggal (Enterprise)","Makanan & Minuman (F&B)","WP Kuala Lumpur","RM12,500 hingga RM25,000 sebulan (RM150,000 hingga RM300,000 tahunan)","RISDA - Pihak Berkuasa Kemajuan Pekebun Kecil Perusahaan Getah","Geran bantuan;Pinjaman (modal pusingan, aset, alatan);Pembiayaan (dana bank);Peralatan (in kind + latihan);Packaging","RM2,000 hingga RM5,000 sebulan (RM24,000 hingga RM60,000 tahunan)","4","3","4","5","5","4","4","5","","2","3","3","3","Memarketkan produk kami dental Lenin kerap "
